video_id,class,method,seed,input_video,backend_input_video,backend_input_psnr,backend_resized_to_gt,score_origin,output_video,report,output_resized_to_gt,epsilon,delta,sigma,top_k,block_grid,global_frame_psnr,motion_area,motion_total_mse_psnr,motion_high_psnr,motion_low_psnr,motion_distortion_share,motion_distortion_lift,motion_high_low_mse_ratio,rat_region_area,rat_region_total_mse_psnr,rat_region_high_psnr,rat_region_low_psnr,rat_region_distortion_share,rat_region_distortion_lift,rat_region_high_low_mse_ratio,own_region_area,own_region_total_mse_psnr,own_region_high_psnr,own_region_low_psnr,own_region_distortion_share,own_region_distortion_lift,own_region_high_low_mse_ratio,motion_alignment_candidate_area,motion_alignment_reference_area,motion_alignment_reference_coverage,motion_alignment_candidate_precision,motion_alignment_iou,motion_alignment_coverage_lift,rat_alignment_candidate_area,rat_alignment_reference_area,rat_alignment_reference_coverage,rat_alignment_candidate_precision,rat_alignment_iou,rat_alignment_coverage_lift,motion_reference_coverage,motion_coverage_lift,rat_reference_coverage,rat_coverage_lift
Diving_v_Diving_g03_c01,Diving,Shifted-RAT-mask,42,data/ucf101_rescue/UCF-101/Diving/v_Diving_g03_c01.avi,data/backend_inputs/Diving_v_Diving_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,30.043672,False,RAT scores shifted by a fixed public spatial offset,,,False,7.948647,0.000100,157.878190,20,14,14.687547,0.101457,14.457055,15.114725,14.388686,0.087199,0.859474,0.846050,0.102475,14.457055,21.603197,14.074241,0.019770,0.192924,0.176646,0.102450,14.457055,5.016431,24.017636,0.900688,8.791488,79.454859,0.102450,0.101457,0.090394,0.089517,0.047095,0.882320,0.102450,0.102475,0.015213,0.015217,0.007666,0.148491,0.090394,0.882320,0.015213,0.148491
Diving_v_Diving_g03_c01,Diving,RAT-no-trajectory-mask,42,data/ucf101_rescue/UCF-101/Diving/v_Diving_g03_c01.avi,data/backend_inputs/Diving_v_Diving_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,30.043672,False,same RAT cue fusion without trajectory propagation,,,False,7.948647,0.000100,157.878190,20,14,14.553558,0.101457,14.284723,13.471049,14.386961,0.122363,1.206056,1.234785,0.102475,14.284723,7.777544,16.479163,0.458495,4.474226,7.415867,0.102022,14.284723,4.806011,24.032218,0.904826,8.868929,83.679811,0.102022,0.101457,0.132463,0.131729,0.070718,1.298377,0.102022,0.102475,0.500943,0.503165,0.335159,4.910143,0.132463,1.298377,0.500943,4.910143
Diving_v_Diving_g03_c01,Diving,Shifted-RAT-fusion-mask,42,data/ucf101_rescue/UCF-101/Diving/v_Diving_g03_c01.avi,data/backend_inputs/Diving_v_Diving_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,30.043672,False,RAT cue-fusion scores shifted by a fixed public spatial offset,,,False,7.948647,0.000100,157.878190,20,14,14.702825,0.101457,14.450518,15.564250,14.340986,0.078507,0.773797,0.754525,0.102475,14.450518,18.868148,14.144972,0.037056,0.361607,0.337041,0.101964,14.450518,4.984612,24.055696,0.901650,8.842816,80.743662,0.101964,0.101457,0.079956,0.079559,0.041535,0.784162,0.101964,0.102475,0.035700,0.035878,0.018220,0.350120,0.079956,0.784162,0.035700,0.350120
Diving_v_Diving_g03_c01,Diving,VideoMAE-only-mask,42,data/ucf101_rescue/UCF-101/Diving/v_Diving_g03_c01.avi,data/backend_inputs/Diving_v_Diving_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,30.043672,False,VideoMAE semantic-token salience only,,,False,7.948647,0.000100,157.878190,20,14,14.927546,0.101457,14.695496,10.252747,15.670847,0.282199,2.781473,3.481849,0.102475,14.695496,15.291803,14.632342,0.089328,0.871705,0.859120,0.100937,14.695496,5.218587,24.014729,0.894836,8.865249,75.790400,0.100937,0.101457,0.301806,0.303359,0.178259,2.990030,0.100937,0.102475,0.096522,0.097992,0.051111,0.956253,0.301806,2.990030,0.096522,0.956253
Diving_v_Diving_g04_c01,Diving,RAT-mask,42,data/ucf101_rescue/UCF-101/Diving/v_Diving_g04_c01.avi,data/backend_inputs/Diving_v_Diving_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,30.681176,False,private RAT-DP risk scores from the existing run,,,False,8.000000,0.000100,117.307143,20,14,15.209452,0.102027,15.019293,11.779790,15.603852,0.215113,2.108387,2.412160,0.101785,15.019293,5.542891,24.651495,0.902240,8.864212,81.444244,0.101785,15.019293,5.542891,24.651495,0.902240,8.864212,81.444244,0.101785,0.102027,0.222849,0.223381,0.125565,2.189423,0.101785,0.101785,1.000000,1.000000,1.000000,9.824670,0.222849,2.189423,1.000000,9.824670
Diving_v_Diving_g04_c01,Diving,Motion-only-mask,42,data/ucf101_rescue/UCF-101/Diving/v_Diving_g04_c01.avi,data/backend_inputs/Diving_v_Diving_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,30.681176,False,backend frame-difference motion-only scores,,,False,8.000000,0.000100,117.307143,20,14,15.034148,0.102027,14.858274,6.333745,20.019561,0.726388,7.119557,23.365852,0.101785,14.858274,11.407655,15.500694,0.225291,2.213410,2.566279,0.102229,14.858274,5.372596,24.757752,0.908121,8.883167,86.799171,0.102229,0.102027,0.790757,0.789193,0.652857,7.735120,0.102229,0.101785,0.248934,0.247851,0.141808,2.435057,0.790757,7.735120,0.248934,2.435057
Diving_v_Diving_g04_c01,Diving,Random-mask,42,data/ucf101_rescue/UCF-101/Diving/v_Diving_g04_c01.avi,data/backend_inputs/Diving_v_Diving_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,30.681176,False,public seeded random scores independent of video content,,,False,8.000000,0.000100,117.307143,20,14,15.294687,0.102027,15.086611,14.624146,15.142413,0.113491,1.112363,1.126748,0.101785,15.086611,14.882923,15.110307,0.106672,1.048018,1.053752,0.101995,15.086611,5.660147,24.356982,0.893771,8.762872,74.077031,0.101995,0.102027,0.104816,0.104848,0.055315,1.027651,0.101995,0.101785,0.099440,0.099235,0.052265,0.974950,0.104816,1.027651,0.099440,0.974950
Diving_v_Diving_g04_c01,Diving,Shifted-RAT-mask,42,data/ucf101_rescue/UCF-101/Diving/v_Diving_g04_c01.avi,data/backend_inputs/Diving_v_Diving_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,30.681176,False,RAT scores shifted by a fixed public spatial offset,,,False,8.000000,0.000100,117.307143,20,14,15.489242,0.102027,15.288670,17.133574,15.121161,0.066715,0.653897,0.629156,0.101785,15.288670,19.014087,15.014109,0.043166,0.424090,0.398109,0.101454,15.288670,5.841647,24.540150,0.893244,8.804452,74.105471,0.101454,0.102027,0.048294,0.048567,0.024816,0.476018,0.101454,0.101785,0.036724,0.036844,0.018737,0.361980,0.048294,0.476018,0.036724,0.361980
Diving_v_Diving_g04_c01,Diving,RAT-no-trajectory-mask,42,data/ucf101_rescue/UCF-101/Diving/v_Diving_g04_c01.avi,data/backend_inputs/Diving_v_Diving_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,30.681176,False,same RAT cue fusion without trajectory propagation,,,False,8.000000,0.000100,117.307143,20,14,15.165678,0.102027,14.978163,11.988362,15.496721,0.203094,1.990582,2.243034,0.101785,14.978163,7.778083,17.829815,0.534183,5.248171,10.119829,0.101650,14.978163,5.493764,24.631788,0.902707,8.880552,81.997842,0.101650,0.102027,0.204834,0.205595,0.114339,2.015098,0.101650,0.101785,0.585081,0.585857,0.413896,5.755850,0.204834,2.015098,0.585081,5.755850
Diving_v_Diving_g04_c01,Diving,Shifted-RAT-fusion-mask,42,data/ucf101_rescue/UCF-101/Diving/v_Diving_g04_c01.avi,data/backend_inputs/Diving_v_Diving_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,30.681176,False,RAT cue-fusion scores shifted by a fixed public spatial offset,,,False,8.000000,0.000100,117.307143,20,14,15.468069,0.102027,15.267285,16.829873,15.120678,0.071196,0.697817,0.674653,0.101785,15.267285,16.139569,15.178644,0.083263,0.818034,0.801507,0.101537,15.267285,5.820597,24.545598,0.893911,8.803772,74.559003,0.101537,0.102027,0.056165,0.056436,0.028966,0.553150,0.101537,0.101785,0.081970,0.082170,0.042791,0.807289,0.056165,0.553150,0.081970,0.807289
Diving_v_Diving_g04_c01,Diving,VideoMAE-only-mask,42,data/ucf101_rescue/UCF-101/Diving/v_Diving_g04_c01.avi,data/backend_inputs/Diving_v_Diving_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,30.681176,False,VideoMAE semantic-token salience only,,,False,8.000000,0.000100,117.307143,20,14,15.517740,0.102027,15.317841,17.717245,15.113278,0.058719,0.575519,0.549039,0.101785,15.317841,22.366970,14.939741,0.020080,0.197282,0.180833,0.100937,15.317841,5.847863,24.578539,0.893409,8.851112,74.656489,0.100937,0.102027,0.045192,0.045680,0.023246,0.447726,0.100937,0.101785,0.014074,0.014192,0.007117,0.139435,0.045192,0.447726,0.014074,0.139435
WalkingWithDog_v_WalkingWithDog_g01_c01,WalkingWithDog,RAT-mask,42,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g01_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,27.234987,False,private RAT-DP risk scores from the existing run,,,False,8.000000,0.000100,176.513183,20,14,14.358401,0.101397,14.236878,10.583748,14.936773,0.235146,2.319065,2.724598,0.099867,14.236878,4.622764,24.423023,0.913763,9.149795,95.504952,0.099867,14.236878,4.622764,24.423023,0.913763,9.149795,95.504952,0.099867,0.101397,0.253315,0.257196,0.146290,2.536521,0.099867,0.099867,1.000000,1.000000,1.000000,10.013310,0.253315,2.536521,1.000000,10.013310
WalkingWithDog_v_WalkingWithDog_g01_c01,WalkingWithDog,Motion-only-mask,42,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g01_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,27.234987,False,backend frame-difference motion-only scores,,,False,8.000000,0.000100,176.513183,20,14,14.464236,0.101397,14.365138,5.821303,19.509356,0.725118,7.151276,23.377889,0.099867,14.365138,9.603361,15.450721,0.298951,2.993489,3.843581,0.101032,14.365138,4.779586,24.783533,0.918360,9.089818,100.090936,0.101032,0.101397,0.782433,0.785262,0.644527,7.744431,0.101032,0.099867,0.328241,0.324458,0.194985,3.248894,0.782433,7.744431,0.328241,3.248894
WalkingWithDog_v_WalkingWithDog_g01_c01,WalkingWithDog,Random-mask,42,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g01_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,27.234987,False,public seeded random scores independent of video content,,,False,8.000000,0.000100,176.513183,20,14,14.101900,0.101397,13.997543,14.043233,13.992418,0.100336,0.989535,0.988368,0.099867,13.997543,14.089901,13.987417,0.097766,0.978958,0.976678,0.102015,13.997543,4.475305,24.178845,0.913873,8.958263,93.401518,0.102015,0.101397,0.104829,0.104194,0.055137,1.027588,0.102015,0.099867,0.100604,0.098486,0.052373,0.986169,0.104829,1.027588,0.100604,0.986169
WalkingWithDog_v_WalkingWithDog_g01_c01,WalkingWithDog,Shifted-RAT-mask,42,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g01_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,27.234987,False,RAT scores shifted by a fixed public spatial offset,,,False,8.000000,0.000100,176.513183,20,14,13.680514,0.101397,13.576373,18.680487,13.250181,0.031305,0.308737,0.286398,0.099867,13.576373,15.706033,13.393516,0.061158,0.612398,0.587149,0.102940,13.576373,4.059929,24.124609,0.920933,8.946318,101.500437,0.102940,0.101397,0.024623,0.024254,0.012370,0.239197,0.102940,0.099867,0.057462,0.055747,0.029120,0.558214,0.024623,0.239197,0.057462,0.558214
WalkingWithDog_v_WalkingWithDog_g01_c01,WalkingWithDog,RAT-no-trajectory-mask,42,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g01_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,27.234987,False,same RAT cue fusion without trajectory propagation,,,False,8.000000,0.000100,176.513183,20,14,14.348670,0.101397,14.228264,10.106181,15.083139,0.261959,2.583499,3.145544,0.099867,14.228264,7.212744,16.801767,0.502313,5.029815,9.097085,0.100168,14.228264,4.630517,24.377958,0.913065,9.115378,94.350475,0.100168,0.101397,0.284778,0.288273,0.167212,2.843016,0.100168,0.099867,0.558271,0.556596,0.386417,5.573368,0.284778,2.843016,0.558271,5.573368
WalkingWithDog_v_WalkingWithDog_g01_c01,WalkingWithDog,Shifted-RAT-fusion-mask,42,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g01_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,27.234987,False,RAT cue-fusion scores shifted by a fixed public spatial offset,,,False,8.000000,0.000100,176.513183,20,14,13.899103,0.101397,13.772572,17.480282,13.499935,0.043177,0.425823,0.399913,0.099867,13.772572,14.869293,13.666352,0.077580,0.776833,0.758064,0.102554,13.772572,4.256752,24.129992,0.917346,8.945034,97.123434,0.102554,0.101397,0.040320,0.039865,0.020456,0.393160,0.102554,0.099867,0.080621,0.078510,0.041423,0.786140,0.040320,0.393160,0.080621,0.786140
WalkingWithDog_v_WalkingWithDog_g01_c01,WalkingWithDog,VideoMAE-only-mask,42,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g01_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,27.234987,False,VideoMAE semantic-token salience only,,,False,8.000000,0.000100,176.513183,20,14,13.426082,0.101397,13.328066,19.491517,12.971601,0.024529,0.241911,0.222848,0.099867,13.328066,13.493540,13.310090,0.096134,0.962615,0.958639,0.100937,13.328066,3.708822,24.095080,0.924649,9.160610,109.301427,0.100937,0.101397,0.017364,0.017443,0.008778,0.172030,0.100937,0.099867,0.091190,0.090223,0.047506,0.903430,0.017364,0.172030,0.091190,0.903430
WalkingWithDog_v_WalkingWithDog_g02_c01,WalkingWithDog,RAT-mask,42,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g02_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,27.532191,False,private RAT-DP risk scores from the existing run,,,False,8.000000,0.000100,176.513183,20,14,14.443912,0.102189,14.150906,10.007131,15.021813,0.265327,2.596435,3.172986,0.100806,14.150906,4.776521,22.645367,0.872823,8.658415,61.218756,0.100806,14.150906,4.776521,22.645367,0.872823,8.658415,61.218756,0.100806,0.102189,0.305923,0.310119,0.182038,3.034762,0.100806,0.100806,1.000000,1.000000,1.000000,9.920008,0.305923,3.034762,1.000000,9.920008
WalkingWithDog_v_WalkingWithDog_g02_c01,WalkingWithDog,Motion-only-mask,42,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g02_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,27.532191,False,backend frame-difference motion-only scores,,,False,8.000000,0.000100,176.513183,20,14,14.486857,0.102189,14.188461,6.006726,18.565827,0.672321,6.579206,18.026444,0.100806,14.188461,9.831670,15.122985,0.274895,2.726962,3.381672,0.102108,14.188461,4.877135,22.626677,0.871352,8.533605,59.559930,0.102108,0.102189,0.778654,0.779268,0.637949,7.625762,0.102108,0.100806,0.318056,0.314001,0.187660,3.114892,0.778654,7.625762,0.318056,3.114892
WalkingWithDog_v_WalkingWithDog_g02_c01,WalkingWithDog,Random-mask,42,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g02_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,27.532191,False,public seeded random scores independent of video content,,,False,8.000000,0.000100,176.513183,20,14,13.725379,0.102189,13.490138,14.467272,13.391670,0.081600,0.798522,0.780620,0.100806,13.490138,14.092593,13.427528,0.087749,0.870471,0.858012,0.101979,13.490138,4.077493,22.640207,0.890786,8.735032,71.824297,0.101979,0.102189,0.097368,0.097569,0.051231,0.954790,0.101979,0.100806,0.101021,0.099860,0.052874,0.990609,0.097368,0.954790,0.101021,0.990609
WalkingWithDog_v_WalkingWithDog_g02_c01,WalkingWithDog,Shifted-RAT-mask,42,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g02_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,27.532191,False,RAT scores shifted by a fixed public spatial offset,,,False,8.000000,0.000100,176.513183,20,14,13.497304,0.102189,13.253341,15.407552,13.064216,0.062227,0.608946,0.582997,0.100806,13.253341,18.996233,12.910145,0.026866,0.266508,0.246259,0.101734,13.253341,3.808892,22.582942,0.895180,8.799234,75.405850,0.101734,0.102189,0.062691,0.062972,0.032435,0.616230,0.101734,0.100806,0.024712,0.024487,0.012453,0.242911,0.062691,0.616230,0.024712,0.242911
WalkingWithDog_v_WalkingWithDog_g02_c01,WalkingWithDog,RAT-no-trajectory-mask,42,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g02_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,27.532191,False,same RAT cue fusion without trajectory propagation,,,False,8.000000,0.000100,176.513183,20,14,14.383382,0.102189,14.093777,10.296275,14.846116,0.244993,2.397453,2.850914,0.100806,14.093777,6.924865,16.867804,0.525266,5.210641,9.869470,0.100353,14.093777,4.695018,22.623642,0.873792,8.707148,62.067238,0.100353,0.102189,0.281168,0.286310,0.165308,2.801775,0.100353,0.100806,0.600463,0.603173,0.430426,5.983480,0.281168,2.801775,0.600463,5.983480
WalkingWithDog_v_WalkingWithDog_g02_c01,WalkingWithDog,Shifted-RAT-fusion-mask,42,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g02_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,27.532191,False,RAT cue-fusion scores shifted by a fixed public spatial offset,,,False,8.000000,0.000100,176.513183,20,14,13.606487,0.102189,13.367563,15.575381,13.174904,0.061464,0.601476,0.575377,0.100806,13.367563,19.672027,13.009849,0.023607,0.234182,0.215666,0.101739,13.367563,3.944210,22.522887,0.890889,8.756596,72.088782,0.101739,0.102189,0.059443,0.059706,0.030702,0.584271,0.101739,0.100806,0.020486,0.020298,0.010301,0.201357,0.059443,0.584271,0.020486,0.201357
WalkingWithDog_v_WalkingWithDog_g02_c01,WalkingWithDog,VideoMAE-only-mask,42,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g02_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,27.532191,False,VideoMAE semantic-token salience only,,,False,8.000000,0.000100,176.513183,20,14,13.097491,0.102189,12.896272,20.196777,12.511549,0.019026,0.186187,0.170403,0.100806,12.896272,21.733248,12.492409,0.013176,0.130708,0.119101,0.100937,12.896272,3.372215,22.638846,0.904603,8.962016,84.462330,0.100937,0.102189,0.009549,0.009667,0.004827,0.094603,0.100937,0.100806,0.006588,0.006579,0.003302,0.065263,0.009549,0.094603,0.006588,0.065263
WalkingWithDog_v_WalkingWithDog_g03_c01,WalkingWithDog,RAT-mask,42,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g03_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,30.456775,False,private RAT-DP risk scores from the existing run,,,False,8.000000,0.000100,176.513183,20,14,14.826061,0.102173,14.589289,14.354474,14.616834,0.107849,1.055557,1.062273,0.102285,14.589289,5.143160,24.137284,0.900382,8.802640,79.325426,0.102285,14.589289,5.143160,24.137284,0.900382,8.802640,79.325426,0.102285,0.102173,0.116694,0.116565,0.061926,1.140863,0.102285,0.102285,1.000000,1.000000,1.000000,9.776564,0.116694,1.140863,1.000000,9.776564
WalkingWithDog_v_WalkingWithDog_g03_c01,WalkingWithDog,Motion-only-mask,42,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g03_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,30.456775,False,backend frame-difference motion-only scores,,,False,8.000000,0.000100,176.513183,20,14,15.064678,0.102173,14.827409,7.168817,18.294753,0.595928,5.832560,12.959660,0.102285,14.827409,12.131751,15.275412,0.190274,1.860227,2.062368,0.102401,14.827409,5.396102,24.286197,0.898327,8.772649,77.447888,0.102401,0.102173,0.664931,0.663449,0.497218,6.493406,0.102401,0.102285,0.197354,0.197131,0.109411,1.927265,0.664931,6.493406,0.197354,1.927265
WalkingWithDog_v_WalkingWithDog_g03_c01,WalkingWithDog,Random-mask,42,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g03_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,30.456775,False,public seeded random scores independent of video content,,,False,8.000000,0.000100,176.513183,20,14,14.876033,0.102173,14.647839,14.449816,14.670957,0.106939,1.046652,1.052238,0.102285,14.647839,14.893626,14.620696,0.096657,0.944977,0.939090,0.102112,14.647839,5.199691,24.148757,0.899277,8.806732,78.506691,0.102112,0.102173,0.113501,0.113568,0.060184,1.111528,0.102112,0.102285,0.099095,0.099263,0.052177,0.970449,0.113501,1.111528,0.099095,0.970449
WalkingWithDog_v_WalkingWithDog_g03_c01,WalkingWithDog,Shifted-RAT-mask,42,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g03_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,30.456775,False,RAT scores shifted by a fixed public spatial offset,,,False,8.000000,0.000100,176.513183,20,14,14.818049,0.102173,14.588824,16.974317,14.384814,0.058991,0.577365,0.550871,0.102285,14.588824,18.572300,14.301458,0.040876,0.399625,0.374038,0.102010,14.588824,5.134832,24.103360,0.899580,8.818591,78.859281,0.102010,0.102173,0.058335,0.058429,0.030069,0.571862,0.102010,0.102285,0.036194,0.036292,0.018456,0.354813,0.058335,0.571862,0.036194,0.354813
WalkingWithDog_v_WalkingWithDog_g03_c01,WalkingWithDog,RAT-no-trajectory-mask,42,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g03_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,30.456775,False,same RAT cue fusion without trajectory propagation,,,False,8.000000,0.000100,176.513183,20,14,14.870017,0.102173,14.636636,13.991061,14.716574,0.118547,1.160266,1.181820,0.102285,14.636636,8.218901,16.751139,0.448319,4.383021,7.132206,0.102109,14.636636,5.184718,24.170022,0.900026,8.814379,79.164485,0.102109,0.102173,0.126313,0.126392,0.067436,1.237039,0.102109,0.102285,0.485953,0.486794,0.321330,4.759168,0.126313,1.237039,0.485953,4.759168
WalkingWithDog_v_WalkingWithDog_g03_c01,WalkingWithDog,Shifted-RAT-fusion-mask,42,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g03_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,30.456775,False,RAT cue-fusion scores shifted by a fixed public spatial offset,,,False,8.000000,0.000100,176.513183,20,14,14.901116,0.102173,14.666482,16.119721,14.528155,0.073116,0.715609,0.693176,0.102285,14.666482,17.994723,14.409362,0.047532,0.464703,0.437990,0.101789,14.666482,5.214302,24.082961,0.897262,8.814913,77.066559,0.101789,0.102173,0.072928,0.073203,0.037918,0.716459,0.101789,0.102285,0.046498,0.046725,0.023862,0.456808,0.072928,0.716459,0.046498,0.456808
WalkingWithDog_v_WalkingWithDog_g03_c01,WalkingWithDog,VideoMAE-only-mask,42,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g03_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,30.456775,False,VideoMAE semantic-token salience only,,,False,8.000000,0.000100,176.513183,20,14,14.540889,0.102173,14.320426,11.780087,14.732191,0.183387,1.794874,1.973379,0.102285,14.320426,17.592818,14.066112,0.048148,0.470718,0.443945,0.100937,14.320426,4.788626,24.137116,0.906218,8.978008,86.069443,0.100937,0.102173,0.223210,0.225941,0.126486,2.211365,0.100937,0.102285,0.060730,0.061541,0.031530,0.601655,0.223210,2.211365,0.060730,0.601655
WalkingWithDog_v_WalkingWithDog_g04_c01,WalkingWithDog,RAT-mask,42,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g04_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,28.608784,False,private RAT-DP risk scores from the existing run,,,False,8.000000,0.000100,109.878570,20,14,14.454779,0.102043,14.386115,10.049276,15.327235,0.276991,2.714463,3.371288,0.100164,14.386115,4.683176,25.826498,0.935416,9.338862,130.116464,0.100164,14.386115,4.683176,25.826498,0.935416,9.338862,130.116464,0.100164,0.102043,0.291130,0.296591,0.172220,2.906539,0.100164,0.100164,1.000000,1.000000,1.000000,9.983646,0.291130,2.906539,1.000000,9.983646
WalkingWithDog_v_WalkingWithDog_g04_c01,WalkingWithDog,Motion-only-mask,42,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g04_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,28.608784,False,backend frame-difference motion-only scores,,,False,8.000000,0.000100,109.878570,20,14,14.611194,0.102043,14.555242,6.186232,19.330254,0.700943,6.869118,20.625390,0.100164,14.555242,9.474549,15.788976,0.322686,3.221583,4.279989,0.101140,14.555242,4.878707,26.225038,0.938805,9.282254,136.343072,0.101140,0.102043,0.729076,0.735584,0.577680,7.208599,0.101140,0.100164,0.344453,0.341129,0.206842,3.405710,0.729076,7.208599,0.344453,3.405710
WalkingWithDog_v_WalkingWithDog_g04_c01,WalkingWithDog,Random-mask,42,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g04_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,28.608784,False,public seeded random scores independent of video content,,,False,8.000000,0.000100,109.878570,20,14,14.213636,0.102043,14.147270,14.265058,14.134085,0.099312,0.973243,0.970293,0.100164,14.147270,14.889860,14.071948,0.084421,0.842832,0.828340,0.102034,14.147270,4.524587,25.579706,0.935432,9.167868,127.500511,0.102034,0.102043,0.099049,0.099058,0.052108,0.970750,0.102034,0.100164,0.089807,0.088161,0.046560,0.880172,0.099049,0.970750,0.089807,0.880172
