video_id,class,method,seed,input_video,backend_input_video,backend_input_psnr,backend_resized_to_gt,score_origin,output_video,report,output_resized_to_gt,epsilon,delta,sigma,top_k,block_grid,global_frame_psnr,motion_area,motion_total_mse_psnr,motion_high_psnr,motion_low_psnr,motion_distortion_share,motion_distortion_lift,motion_high_low_mse_ratio,rat_region_area,rat_region_total_mse_psnr,rat_region_high_psnr,rat_region_low_psnr,rat_region_distortion_share,rat_region_distortion_lift,rat_region_high_low_mse_ratio,own_region_area,own_region_total_mse_psnr,own_region_high_psnr,own_region_low_psnr,own_region_distortion_share,own_region_distortion_lift,own_region_high_low_mse_ratio,motion_alignment_candidate_area,motion_alignment_reference_area,motion_alignment_reference_coverage,motion_alignment_candidate_precision,motion_alignment_iou,motion_alignment_coverage_lift,rat_alignment_candidate_area,rat_alignment_reference_area,rat_alignment_reference_coverage,rat_alignment_candidate_precision,rat_alignment_iou,rat_alignment_coverage_lift,motion_reference_coverage,motion_coverage_lift,rat_reference_coverage,rat_coverage_lift
BalanceBeam_v_BalanceBeam_g01_c01,BalanceBeam,RAT-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g01_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,31.254524,False,private RAT-DP risk scores from the existing run,,,False,8.000000,0.000100,127.387417,20,14,15.071714,0.101301,14.974627,11.896575,15.511399,0.205787,2.031446,2.298701,0.100837,14.974627,5.268954,26.900618,0.942292,9.344741,145.601682,0.100837,14.974627,5.268954,26.900618,0.942292,9.344741,145.601682,0.100837,0.101301,0.211398,0.212370,0.118495,2.096438,0.100837,0.100837,1.000000,1.000000,1.000000,9.917038,0.211398,2.096438,1.000000,9.917038
BalanceBeam_v_BalanceBeam_g01_c01,BalanceBeam,Motion-only-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g01_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,31.254524,False,backend frame-difference motion-only scores,,,False,8.000000,0.000100,127.387417,20,14,15.113349,0.101301,15.038647,8.315564,17.384325,0.476343,4.702278,8.070047,0.100837,15.038647,7.482387,18.287417,0.574439,5.696735,12.036578,0.101023,15.038647,5.328078,27.179937,0.945094,9.355282,153.174277,0.101023,0.101301,0.502509,0.503891,0.336183,4.974224,0.101023,0.100837,0.600425,0.599320,0.428441,5.943478,0.502509,4.974224,0.600425,5.943478
BalanceBeam_v_BalanceBeam_g01_c01,BalanceBeam,Random-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g01_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,31.254524,False,public seeded random scores independent of video content,,,False,8.000000,0.000100,127.387417,20,14,14.576311,0.101301,14.499406,14.676260,14.479915,0.097258,0.960096,0.955797,0.100837,14.499406,14.815637,14.465336,0.093755,0.929773,0.922507,0.102114,14.499406,4.823189,26.852943,0.947776,9.281574,159.578843,0.102114,0.101301,0.103680,0.102854,0.054444,1.015336,0.102114,0.100837,0.106440,0.105108,0.055838,1.042365,0.103680,1.015336,0.106440,1.042365
BalanceBeam_v_BalanceBeam_g01_c01,BalanceBeam,Shifted-RAT-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g01_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,31.254524,False,RAT scores shifted by a fixed public spatial offset,,,False,8.000000,0.000100,127.387417,20,14,14.805590,0.101301,14.711464,16.626643,14.540315,0.065177,0.643402,0.618539,0.100837,14.711464,21.147188,14.350510,0.022911,0.227210,0.209089,0.101504,14.711464,5.026771,26.761579,0.943959,9.299709,149.101112,0.101504,0.101301,0.061760,0.061636,0.031831,0.608451,0.101504,0.100837,0.019318,0.019191,0.009720,0.190313,0.061760,0.608451,0.019318,0.190313
BalanceBeam_v_BalanceBeam_g01_c01,BalanceBeam,RAT-no-trajectory-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g01_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,31.254524,False,same RAT cue fusion without trajectory propagation,,,False,8.000000,0.000100,127.387417,20,14,15.105036,0.101301,15.012634,11.886717,15.561894,0.208067,2.053958,2.330868,0.100837,15.012634,7.190770,18.647806,0.610667,6.056006,13.986323,0.100737,15.012634,5.303887,26.919574,0.942031,9.351358,145.067044,0.100737,0.101301,0.210261,0.211437,0.117848,2.087222,0.100737,0.100837,0.638358,0.638986,0.469153,6.336849,0.210261,2.087222,0.638358,6.336849
BalanceBeam_v_BalanceBeam_g01_c01,BalanceBeam,Shifted-RAT-fusion-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g01_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,31.254524,False,RAT cue-fusion scores shifted by a fixed public spatial offset,,,False,8.000000,0.000100,127.387417,20,14,14.727884,0.101301,14.638561,14.919944,14.607957,0.094945,0.937264,0.930682,0.100837,14.638561,17.466147,14.411543,0.052585,0.521485,0.494925,0.101343,14.638561,4.943795,26.743233,0.944649,9.321301,151.336511,0.101343,0.101301,0.096740,0.096699,0.050817,0.954578,0.101343,0.100837,0.053756,0.053487,0.027549,0.530431,0.096740,0.954578,0.053756,0.530431
BalanceBeam_v_BalanceBeam_g01_c01,BalanceBeam,VideoMAE-only-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g01_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,31.254524,False,VideoMAE semantic-token salience only,,,False,8.000000,0.000100,127.387417,20,14,13.328348,0.101301,13.261516,22.647405,12.848635,0.011669,0.115189,0.104743,0.100837,13.261516,23.003803,12.846623,0.010700,0.106114,0.096445,0.100937,13.261516,3.490166,26.526515,0.957607,9.487132,201.203198,0.100937,0.101301,0.004021,0.004035,0.002018,0.039833,0.100937,0.100837,0.008008,0.008000,0.004018,0.079336,0.004021,0.039833,0.008008,0.079336
BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,RAT-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,27.849856,False,private RAT-DP risk scores from the existing run,,,False,8.000000,0.000100,103.175944,20,14,14.087098,0.101395,14.041884,8.207564,15.713984,0.388553,3.832058,5.631732,0.101431,14.041884,4.312221,26.865803,0.953101,9.396504,180.035496,0.101431,14.041884,4.312221,26.865803,0.953101,9.396504,180.035496,0.101431,0.101395,0.409673,0.409528,0.257546,4.038915,0.101431,0.101431,1.000000,1.000000,1.000000,9.858870,0.409673,4.038915,1.000000,9.858870
BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,Motion-only-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,27.849856,False,backend frame-difference motion-only scores,,,False,8.000000,0.000100,103.175944,20,14,14.332957,0.101395,14.307323,5.180495,21.520170,0.829280,8.178672,43.049441,0.101431,14.307323,8.658275,15.866409,0.372458,3.672018,5.257914,0.101335,14.307323,4.532275,28.067713,0.962194,9.495215,225.706323,0.101335,0.101395,0.852663,0.853174,0.743555,8.414325,0.101335,0.101431,0.387944,0.388315,0.240794,3.828347,0.852663,8.414325,0.387944,3.828347
BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,Random-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,27.849856,False,public seeded random scores independent of video content,,,False,8.000000,0.000100,103.175944,20,14,13.687193,0.101395,13.653016,13.103667,13.719602,0.115068,1.134841,1.152374,0.101431,13.653016,13.038769,13.728142,0.116842,1.151926,1.172026,0.102053,13.653016,3.967320,26.134060,0.949284,9.301856,164.692568,0.102053,0.101395,0.109173,0.108469,0.057541,1.069763,0.102053,0.101431,0.116514,0.115804,0.061660,1.141696,0.109173,1.069763,0.116514,1.141696
BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,Shifted-RAT-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,27.849856,False,RAT scores shifted by a fixed public spatial offset,,,False,8.000000,0.000100,103.175944,20,14,14.144855,0.101395,14.100667,14.626572,14.045134,0.089831,0.885951,0.874694,0.101431,14.100667,18.902057,13.784503,0.033576,0.331025,0.307783,0.101691,14.100667,4.422912,26.167314,0.944184,9.284863,149.430809,0.101691,0.101395,0.073453,0.073239,0.038069,0.722314,0.101691,0.101431,0.021929,0.021874,0.011072,0.215649,0.073453,0.722314,0.021929,0.215649
BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,RAT-no-trajectory-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,27.849856,False,same RAT cue fusion without trajectory propagation,,,False,8.000000,0.000100,103.175944,20,14,14.151103,0.101395,14.111197,8.101790,15.898341,0.404538,3.989704,6.020814,0.101431,14.111197,6.056514,18.182499,0.648099,6.389520,16.315427,0.101132,14.111197,4.368988,26.930408,0.953035,9.423687,180.360728,0.101132,0.101395,0.429827,0.430947,0.274199,4.250161,0.101132,0.101431,0.678190,0.680200,0.514226,6.706000,0.429827,4.250161,0.678190,6.706000
BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,Shifted-RAT-fusion-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,27.849856,False,RAT cue-fusion scores shifted by a fixed public spatial offset,,,False,8.000000,0.000100,103.175944,20,14,13.971394,0.101395,13.923831,15.698054,13.762517,0.067390,0.664627,0.640393,0.101431,13.923831,18.997039,13.598523,0.031539,0.310942,0.288502,0.101626,13.923831,4.236892,26.100786,0.945580,9.304518,153.599333,0.101626,0.101395,0.054497,0.054374,0.027979,0.536252,0.101626,0.101431,0.020652,0.020613,0.010424,0.203216,0.054497,0.536252,0.020652,0.203216
BalanceBeam_v_BalanceBeam_g02_c01,BalanceBeam,VideoMAE-only-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g02_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,27.849856,False,VideoMAE semantic-token salience only,,,False,8.000000,0.000100,103.175944,20,14,13.203489,0.101395,13.166502,20.053262,12.793321,0.020766,0.204797,0.187934,0.101431,13.166502,19.914628,12.796169,0.021447,0.211440,0.194157,0.100937,13.166502,3.424264,25.821092,0.951210,9.423752,173.653202,0.100937,0.101395,0.000000,0.000000,0.000000,0.000000,0.100937,0.101431,0.012136,0.012195,0.006120,0.120230,0.000000,0.000000,0.012136,0.120230
BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,RAT-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,29.348823,False,private RAT-DP risk scores from the existing run,,,False,8.000000,0.000100,159.920684,20,14,14.958492,0.101234,14.917264,8.625509,16.902788,0.431024,4.257704,6.725552,0.100694,14.917264,5.157937,27.703444,0.952653,9.460905,179.701089,0.100694,14.917264,5.157937,27.703444,0.952653,9.460905,179.701089,0.100694,0.101234,0.446614,0.449010,0.288501,4.435373,0.100694,0.100694,1.000000,1.000000,1.000000,9.931111,0.446614,4.435373,1.000000,9.931111
BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,Motion-only-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,29.348823,False,backend frame-difference motion-only scores,,,False,8.000000,0.000100,159.920684,20,14,15.012321,0.101234,14.982697,6.621851,19.663101,0.694081,6.856218,20.143041,0.100694,14.982697,7.404831,18.253096,0.576486,5.725146,12.157002,0.100702,14.982697,5.194044,28.413310,0.959183,9.525007,209.858478,0.100702,0.101234,0.726794,0.730635,0.573205,7.217306,0.100702,0.100694,0.595748,0.595702,0.424223,5.915982,0.726794,7.217306,0.595748,5.915982
BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,Random-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,29.348823,False,public seeded random scores independent of video content,,,False,8.000000,0.000100,159.920684,20,14,14.295149,0.101234,14.254865,14.335393,14.245887,0.099374,0.981628,0.979601,0.100694,14.254865,14.562409,14.221747,0.093810,0.931635,0.924557,0.102064,14.254865,4.551590,27.088265,0.953237,9.339582,179.336033,0.102064,0.101234,0.104832,0.103979,0.055077,1.027115,0.102064,0.100694,0.104603,0.103198,0.054794,1.024875,0.104832,1.027115,0.104603,1.024875
BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,Shifted-RAT-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,29.348823,False,RAT scores shifted by a fixed public spatial offset,,,False,8.000000,0.000100,159.920684,20,14,14.371642,0.101234,14.322409,16.281815,14.148318,0.064474,0.636883,0.611858,0.100694,14.322409,19.526258,13.995479,0.030382,0.301728,0.279848,0.100874,14.322409,4.568736,27.150751,0.953120,9.448597,181.218081,0.100874,0.101234,0.060957,0.061175,0.031495,0.604291,0.100874,0.100694,0.023300,0.023258,0.011776,0.230977,0.060957,0.604291,0.023300,0.230977
BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,RAT-no-trajectory-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,29.348823,False,same RAT cue fusion without trajectory propagation,,,False,8.000000,0.000100,159.920684,20,14,14.961173,0.101234,14.917585,8.740178,16.818448,0.419823,4.147064,6.424317,0.100694,14.917585,6.963935,18.758121,0.628590,6.242593,15.115362,0.100653,14.917585,5.155442,27.725624,0.952889,9.467042,180.724974,0.100653,0.101234,0.441153,0.443697,0.284045,4.382898,0.100653,0.100694,0.657591,0.657855,0.490005,6.533227,0.441153,4.382898,0.657591,6.533227
BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,Shifted-RAT-fusion-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,29.348823,False,RAT cue-fusion scores shifted by a fixed public spatial offset,,,False,8.000000,0.000100,159.920684,20,14,14.435380,0.101234,14.386865,15.801484,14.252961,0.073091,0.722002,0.700080,0.100694,14.386865,18.705756,14.090801,0.037249,0.369923,0.345545,0.101059,14.386865,4.638940,27.259532,0.953606,9.436099,182.834954,0.101059,0.101234,0.067040,0.067156,0.034713,0.663371,0.101059,0.100694,0.031390,0.031276,0.015916,0.310608,0.067040,0.663371,0.031390,0.310608
BalanceBeam_v_BalanceBeam_g03_c01,BalanceBeam,VideoMAE-only-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g03_c01.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,29.348823,False,VideoMAE semantic-token salience only,,,False,8.000000,0.000100,159.920684,20,14,13.296224,0.101234,13.257370,22.186191,12.850468,0.012955,0.127973,0.116527,0.100694,13.257370,22.474125,12.849138,0.012059,0.119763,0.109019,0.100937,13.257370,3.470189,26.896276,0.961105,9.521778,220.094222,0.100937,0.101234,0.000000,0.000000,0.000000,0.000000,0.100937,0.100694,0.005088,0.005076,0.002548,0.050412,0.000000,0.000000,0.005088,0.050412
BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,RAT-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g10_c03/seed_42/rat_dp/rat_intermediate_merged.mp4,27.844678,False,private RAT-DP risk scores from the existing run,,,False,8.000000,0.000100,116.752496,20,14,14.722885,0.101448,14.601461,8.978884,16.145246,0.370255,3.649705,5.207583,0.101682,14.601461,5.044386,25.009679,0.918227,9.030411,99.204035,0.101682,14.601461,5.044386,25.009679,0.918227,9.030411,99.204035,0.101682,0.101448,0.384397,0.383513,0.237589,3.780397,0.101682,0.101682,1.000000,1.000000,1.000000,9.834614,0.384397,3.780397,1.000000,9.834614
BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,Motion-only-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g10_c03/seed_42/rat_dp/rat_intermediate_merged.mp4,27.844678,False,backend frame-difference motion-only scores,,,False,8.000000,0.000100,116.752496,20,14,14.791454,0.101448,14.706505,5.747744,21.193021,0.798214,7.868212,35.037068,0.101682,14.706505,9.162555,16.209308,0.364450,3.584222,5.066118,0.101428,14.706505,5.080701,25.825299,0.930550,9.174457,118.702484,0.101428,0.101448,0.848157,0.848321,0.736471,8.362133,0.101428,0.101682,0.380590,0.381541,0.235380,3.752305,0.848157,8.362133,0.380590,3.752305
BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,Random-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g10_c03/seed_42/rat_dp/rat_intermediate_merged.mp4,27.844678,False,public seeded random scores independent of video content,,,False,8.000000,0.000100,116.752496,20,14,14.246647,0.101448,14.152223,14.134923,14.154181,0.101853,1.003991,1.004444,0.101682,14.152223,14.331669,14.132371,0.097566,0.959523,0.955147,0.102022,14.152223,4.604290,24.619761,0.919367,9.011421,100.356863,0.102022,0.101448,0.091449,0.090934,0.047773,0.896359,0.102022,0.101682,0.102005,0.101664,0.053649,0.999828,0.091449,0.896359,0.102005,0.999828
BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,Shifted-RAT-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g10_c03/seed_42/rat_dp/rat_intermediate_merged.mp4,27.844678,False,RAT scores shifted by a fixed public spatial offset,,,False,8.000000,0.000100,116.752496,20,14,14.200018,0.101448,14.088309,13.767090,14.126115,0.109236,1.076768,1.086182,0.101682,14.088309,16.952067,13.857212,0.052586,0.517159,0.490359,0.101300,14.088309,4.511505,24.536743,0.918947,9.071527,100.582814,0.101300,0.101448,0.104131,0.104283,0.054967,1.027945,0.101300,0.101682,0.042730,0.042891,0.021873,0.421817,0.104131,1.027945,0.042730,0.421817
BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,RAT-no-trajectory-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g10_c03/seed_42/rat_dp/rat_intermediate_merged.mp4,27.844678,False,same RAT cue fusion without trajectory propagation,,,False,8.000000,0.000100,116.752496,20,14,14.781251,0.101448,14.657897,8.753276,16.376481,0.395098,3.894593,5.785228,0.101682,14.657897,6.592338,18.768005,0.651326,6.405541,16.503144,0.101558,14.657897,5.097972,25.039476,0.917713,9.036339,98.662116,0.101558,0.101448,0.412908,0.412460,0.259988,4.065733,0.101558,0.101682,0.703211,0.704068,0.542780,6.924233,0.412908,4.065733,0.703211,6.924233
BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,Shifted-RAT-fusion-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g10_c03/seed_42/rat_dp/rat_intermediate_merged.mp4,27.844678,False,RAT cue-fusion scores shifted by a fixed public spatial offset,,,False,8.000000,0.000100,116.752496,20,14,14.099829,0.101448,13.988978,13.365793,14.065301,0.117101,1.154299,1.174765,0.101682,13.988978,14.473049,13.937435,0.090957,0.894526,0.883972,0.101303,13.988978,4.403109,24.542993,0.920894,9.090480,103.273386,0.101303,0.101448,0.117077,0.117245,0.062226,1.155712,0.101303,0.101682,0.096096,0.096455,0.050572,0.948599,0.117077,1.155712,0.096096,0.948599
BalanceBeam_v_BalanceBeam_g10_c03,BalanceBeam,VideoMAE-only-mask,42,data/ucf101_rescue/UCF-101/BalanceBeam/v_BalanceBeam_g10_c03.avi,data/backend_inputs/BalanceBeam_v_BalanceBeam_g10_c03/seed_42/rat_dp/rat_intermediate_merged.mp4,27.844678,False,VideoMAE semantic-token salience only,,,False,8.000000,0.000100,116.752496,20,14,13.199160,0.101448,13.113473,19.727047,12.746073,0.022125,0.218093,0.200402,0.101682,13.113473,20.303004,12.732954,0.019422,0.191006,0.174983,0.100937,13.113473,3.459350,24.332997,0.932105,9.234477,122.282598,0.100937,0.101448,0.000000,0.000000,0.000000,0.000000,0.100937,0.101682,0.009454,0.009524,0.004767,0.093663,0.000000,0.000000,0.009454,0.093663
Basketball_v_Basketball_g01_c01,Basketball,RAT-mask,42,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g01_c01.avi,data/backend_inputs/Basketball_v_Basketball_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,30.835291,False,private RAT-DP risk scores from the existing run,,,False,8.000000,0.000100,135.294793,20,14,14.154016,0.102032,14.040977,14.664293,13.975496,0.088390,0.866300,0.853337,0.103292,14.040977,4.463351,25.587407,0.937193,9.073242,129.540499,0.103292,14.040977,4.463351,25.587407,0.937193,9.073242,129.540499,0.103292,0.102032,0.102394,0.101145,0.053611,0.991311,0.103292,0.103292,1.000000,1.000000,1.000000,9.681295,0.102394,0.991311,1.000000,9.681295
Basketball_v_Basketball_g01_c01,Basketball,Motion-only-mask,42,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g01_c01.avi,data/backend_inputs/Basketball_v_Basketball_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,30.835291,False,backend frame-difference motion-only scores,,,False,8.000000,0.000100,135.294793,20,14,14.552630,0.102032,14.436258,8.404835,16.254068,0.409146,4.009981,6.094293,0.103292,14.436258,7.698184,16.864874,0.487387,4.718538,8.254086,0.102519,14.436258,4.843793,25.729150,0.933360,9.104301,122.612773,0.102519,0.102032,0.464073,0.461871,0.301210,4.526723,0.102519,0.103292,0.491985,0.495697,0.327875,4.798985,0.464073,4.526723,0.491985,4.798985
Basketball_v_Basketball_g01_c01,Basketball,Random-mask,42,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g01_c01.avi,data/backend_inputs/Basketball_v_Basketball_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,30.835291,False,public seeded random scores independent of video content,,,False,8.000000,0.000100,135.294793,20,14,14.721186,0.102032,14.576322,14.600823,14.573547,0.101458,0.994374,0.993739,0.103292,14.576322,13.976507,14.651053,0.118590,1.148105,1.168032,0.102083,14.576322,5.017140,25.204526,0.922301,9.034793,104.409147,0.102083,0.102032,0.094351,0.094304,0.049498,0.924256,0.102083,0.103292,0.102366,0.103578,0.054279,1.002768,0.094351,0.924256,0.102366,1.002768
Basketball_v_Basketball_g01_c01,Basketball,Shifted-RAT-mask,42,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g01_c01.avi,data/backend_inputs/Basketball_v_Basketball_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,30.835291,False,RAT scores shifted by a fixed public spatial offset,,,False,8.000000,0.000100,135.294793,20,14,14.792276,0.102032,14.665081,17.749374,14.421158,0.050154,0.491553,0.464706,0.103292,14.665081,19.060690,14.357769,0.037541,0.363445,0.338616,0.101801,14.665081,5.079301,25.471458,0.925401,9.090296,109.449995,0.101801,0.102032,0.050898,0.051013,0.026144,0.499972,0.101801,0.103292,0.037692,0.038244,0.019351,0.370256,0.050898,0.499972,0.037692,0.370256
Basketball_v_Basketball_g01_c01,Basketball,RAT-no-trajectory-mask,42,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g01_c01.avi,data/backend_inputs/Basketball_v_Basketball_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,30.835291,False,same RAT cue fusion without trajectory propagation,,,False,8.000000,0.000100,135.294793,20,14,14.386615,0.102032,14.266181,12.849526,14.460802,0.141384,1.385688,1.449197,0.103292,14.266181,7.415119,16.805019,0.500233,4.842907,8.689404,0.102115,14.266181,4.656524,25.561774,0.933371,9.140409,123.175680,0.102115,0.102032,0.157413,0.157285,0.085393,1.541528,0.102115,0.103292,0.511394,0.517289,0.346189,5.008025,0.157413,1.541528,0.511394,5.008025
Basketball_v_Basketball_g01_c01,Basketball,Shifted-RAT-fusion-mask,42,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g01_c01.avi,data/backend_inputs/Basketball_v_Basketball_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,30.835291,False,RAT cue-fusion scores shifted by a fixed public spatial offset,,,False,8.000000,0.000100,135.294793,20,14,14.830671,0.102032,14.703548,16.605750,14.531962,0.065844,0.645327,0.620328,0.103292,14.703548,17.553030,14.469285,0.053594,0.518862,0.491615,0.101733,14.703548,5.117597,25.476769,0.924823,9.090653,108.621847,0.101733,0.102032,0.067176,0.067373,0.034808,0.660317,0.101733,0.103292,0.052374,0.053177,0.027101,0.514818,0.067176,0.660317,0.052374,0.514818
Basketball_v_Basketball_g01_c01,Basketball,VideoMAE-only-mask,42,data/ucf101_rescue/UCF-101/Basketball/v_Basketball_g01_c01.avi,data/backend_inputs/Basketball_v_Basketball_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,30.835291,False,VideoMAE semantic-token salience only,,,False,8.000000,0.000100,135.294793,20,14,15.508982,0.102032,15.361407,20.897713,15.019665,0.028517,0.279492,0.258342,0.103292,15.361407,23.419168,14.958649,0.016154,0.156395,0.142544,0.100937,15.361407,5.802383,25.450356,0.911916,9.034466,92.214090,0.100937,0.102032,0.021956,0.022194,0.011160,0.217522,0.100937,0.103292,0.010077,0.010312,0.005123,0.099830,0.021956,0.217522,0.010077,0.099830
